complex_name,protein_path,ligand_description,protein_sequence
Phenylbutazone,2GQG_one_chain_docking.pdb,ligand_sdf_files/Phenylbutazone.sdf,
Thiabendazole,2GQG_one_chain_docking.pdb,ligand_sdf_files/Thiabendazole.sdf,
Nicergoline,2GQG_one_chain_docking.pdb,ligand_sdf_files/Nicergoline.sdf,
Papaverine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Papaverine.sdf,
Meprobamate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Meprobamate.sdf,
Penicillin_G_Procaine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Penicillin_G_Procaine.sdf,
Inamrinone_Lactate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Inamrinone_Lactate.sdf,
Cholestyramine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cholestyramine.sdf,
Hexafluronium_bromide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Hexafluronium_bromide.sdf,
Alizapride,2GQG_one_chain_docking.pdb,ligand_sdf_files/Alizapride.sdf,
Zuranolone,2GQG_one_chain_docking.pdb,ligand_sdf_files/Zuranolone.sdf,
Baloxavir_marboxil,2GQG_one_chain_docking.pdb,ligand_sdf_files/Baloxavir_marboxil.sdf,
Cefacetrile,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cefacetrile.sdf,
Ceftezole,2GQG_one_chain_docking.pdb,ligand_sdf_files/Ceftezole.sdf,
Remikiren,2GQG_one_chain_docking.pdb,ligand_sdf_files/Remikiren.sdf,
Trimetrexate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Trimetrexate.sdf,
Potassium_Perchlorate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Potassium_Perchlorate.sdf,
Pentetate_calcium_trisodium,2GQG_one_chain_docking.pdb,ligand_sdf_files/Pentetate_calcium_trisodium.sdf,
Etidronic_acid,2GQG_one_chain_docking.pdb,ligand_sdf_files/Etidronic_acid.sdf,
Amifostine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Amifostine.sdf,
Hm61713,2GQG_one_chain_docking.pdb,ligand_sdf_files/Hm61713.sdf,
Menadione,2GQG_one_chain_docking.pdb,ligand_sdf_files/Menadione.sdf,
BOL_303259_X,2GQG_one_chain_docking.pdb,ligand_sdf_files/BOL_303259_X.sdf,
Testolactone,2GQG_one_chain_docking.pdb,ligand_sdf_files/Testolactone.sdf,
Mebutamate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Mebutamate.sdf,
Montelukast,2GQG_one_chain_docking.pdb,ligand_sdf_files/Montelukast.sdf,
Dhaq_diacetate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Dhaq_diacetate.sdf,
Selegiline_Hydrochloride,2GQG_one_chain_docking.pdb,ligand_sdf_files/Selegiline_Hydrochloride.sdf,
Cabergoline,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cabergoline.sdf,
Atenolol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Atenolol.sdf,
Tizanidine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Tizanidine.sdf,
Aminohippurate_sodium,2GQG_one_chain_docking.pdb,ligand_sdf_files/Aminohippurate_sodium.sdf,
Feraheme_Rienso,2GQG_one_chain_docking.pdb,ligand_sdf_files/Feraheme_Rienso.sdf,
Herbimycin_A,2GQG_one_chain_docking.pdb,ligand_sdf_files/Herbimycin_A.sdf,
Doxycycline,2GQG_one_chain_docking.pdb,ligand_sdf_files/Doxycycline.sdf,
Calcium_levofolinate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Calcium_levofolinate.sdf,
Beclomethasone,2GQG_one_chain_docking.pdb,ligand_sdf_files/Beclomethasone.sdf,
Lumiracoxib,2GQG_one_chain_docking.pdb,ligand_sdf_files/Lumiracoxib.sdf,
Triheptanoin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Triheptanoin.sdf,
Gallium_Citrate_Ga_67,2GQG_one_chain_docking.pdb,ligand_sdf_files/Gallium_Citrate_Ga_67.sdf,
Fludiazepam,2GQG_one_chain_docking.pdb,ligand_sdf_files/Fludiazepam.sdf,
Dexrazoxane,2GQG_one_chain_docking.pdb,ligand_sdf_files/Dexrazoxane.sdf,
Bosentan,2GQG_one_chain_docking.pdb,ligand_sdf_files/Bosentan.sdf,
Testosterone_undecanoate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Testosterone_undecanoate.sdf,
Cilastatin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cilastatin.sdf,
Edrophonium,2GQG_one_chain_docking.pdb,ligand_sdf_files/Edrophonium.sdf,
Propylthiouracil,2GQG_one_chain_docking.pdb,ligand_sdf_files/Propylthiouracil.sdf,
Atorvastatin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Atorvastatin.sdf,
Invert_sugar,2GQG_one_chain_docking.pdb,ligand_sdf_files/Invert_sugar.sdf,
Pramiracetam,2GQG_one_chain_docking.pdb,ligand_sdf_files/Pramiracetam.sdf,
Paricalcitol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Paricalcitol.sdf,
Efinaconazole,2GQG_one_chain_docking.pdb,ligand_sdf_files/Efinaconazole.sdf,
Finasteride,2GQG_one_chain_docking.pdb,ligand_sdf_files/Finasteride.sdf,
Relvar_Breo,2GQG_one_chain_docking.pdb,ligand_sdf_files/Relvar_Breo.sdf,
Oxybutynin_hydrochloride,2GQG_one_chain_docking.pdb,ligand_sdf_files/Oxybutynin_hydrochloride.sdf,
Formoterol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Formoterol.sdf,
Omeprazole,2GQG_one_chain_docking.pdb,ligand_sdf_files/Omeprazole.sdf,
Methylphenobarbital,2GQG_one_chain_docking.pdb,ligand_sdf_files/Methylphenobarbital.sdf,
Cobicistat_darunavir,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cobicistat_darunavir.sdf,
Cabazitaxel,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cabazitaxel.sdf,
Methylphenidate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Methylphenidate.sdf,
Ingavirin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Ingavirin.sdf,
Nitroprusside,2GQG_one_chain_docking.pdb,ligand_sdf_files/Nitroprusside.sdf,
Sulfamethoxazole,2GQG_one_chain_docking.pdb,ligand_sdf_files/Sulfamethoxazole.sdf,
Sitosterol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Sitosterol.sdf,
Ramelteon,2GQG_one_chain_docking.pdb,ligand_sdf_files/Ramelteon.sdf,
Carphenazine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Carphenazine.sdf,
Hidrosmin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Hidrosmin.sdf,
Candesartan,2GQG_one_chain_docking.pdb,ligand_sdf_files/Candesartan.sdf,
Emetine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Emetine.sdf,
Edetate_calcium_disodium,2GQG_one_chain_docking.pdb,ligand_sdf_files/Edetate_calcium_disodium.sdf,
Demecolcine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Demecolcine.sdf,
Erdafitinib,2GQG_one_chain_docking.pdb,ligand_sdf_files/Erdafitinib.sdf,
ANGIOTENSIN_II,2GQG_one_chain_docking.pdb,ligand_sdf_files/ANGIOTENSIN_II.sdf,
Lenalidomide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Lenalidomide.sdf,
Nemonapride,2GQG_one_chain_docking.pdb,ligand_sdf_files/Nemonapride.sdf,
Lenacapavir,2GQG_one_chain_docking.pdb,ligand_sdf_files/Lenacapavir.sdf,
Cefminox_sodium,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cefminox_sodium.sdf,
Sodium_Acetate_Anhydrous,2GQG_one_chain_docking.pdb,ligand_sdf_files/Sodium_Acetate_Anhydrous.sdf,
Cefuzonam_sodium,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cefuzonam_sodium.sdf,
Nebivolol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Nebivolol.sdf,
Ozanimod,2GQG_one_chain_docking.pdb,ligand_sdf_files/Ozanimod.sdf,
Ixazomib,2GQG_one_chain_docking.pdb,ligand_sdf_files/Ixazomib.sdf,
Rokitamycin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Rokitamycin.sdf,
Lasmiditan,2GQG_one_chain_docking.pdb,ligand_sdf_files/Lasmiditan.sdf,
Cidofovir,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cidofovir.sdf,
Delorazepam,2GQG_one_chain_docking.pdb,ligand_sdf_files/Delorazepam.sdf,
Methyclothiazide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Methyclothiazide.sdf,
Gadopentetate_dimeglumine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Gadopentetate_dimeglumine.sdf,
Methocarbamol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Methocarbamol.sdf,
Carisoprodol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Carisoprodol.sdf,
Pyrazinamide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Pyrazinamide.sdf,
Hydrochloric_acid,2GQG_one_chain_docking.pdb,ligand_sdf_files/Hydrochloric_acid.sdf,
Voriconazole,2GQG_one_chain_docking.pdb,ligand_sdf_files/Voriconazole.sdf,
Tivozanib,2GQG_one_chain_docking.pdb,ligand_sdf_files/Tivozanib.sdf,
Bimatoprost,2GQG_one_chain_docking.pdb,ligand_sdf_files/Bimatoprost.sdf,
Somapacitan,2GQG_one_chain_docking.pdb,ligand_sdf_files/Somapacitan.sdf,
Metrizamide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Metrizamide.sdf,
Tolterodine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Tolterodine.sdf,
Tolazoline,2GQG_one_chain_docking.pdb,ligand_sdf_files/Tolazoline.sdf,
Esmolol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Esmolol.sdf,
Raltegravir,2GQG_one_chain_docking.pdb,ligand_sdf_files/Raltegravir.sdf,
Nefopam,2GQG_one_chain_docking.pdb,ligand_sdf_files/Nefopam.sdf,
Gusperimus_trihydrochloride,2GQG_one_chain_docking.pdb,ligand_sdf_files/Gusperimus_trihydrochloride.sdf,
Quinupristin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Quinupristin.sdf,
Oxycodone,2GQG_one_chain_docking.pdb,ligand_sdf_files/Oxycodone.sdf,
Tafamidis_meglumine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Tafamidis_meglumine.sdf,
Cytarabine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cytarabine.sdf,
Glimepiride,2GQG_one_chain_docking.pdb,ligand_sdf_files/Glimepiride.sdf,
Dihydrotachysterol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Dihydrotachysterol.sdf,
crisaborole,2GQG_one_chain_docking.pdb,ligand_sdf_files/crisaborole.sdf,
Mitomycin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Mitomycin.sdf,
Manganese_Chloride,2GQG_one_chain_docking.pdb,ligand_sdf_files/Manganese_Chloride.sdf,
Gardasil,2GQG_one_chain_docking.pdb,ligand_sdf_files/Gardasil.sdf,
Miokamycin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Miokamycin.sdf,
Gadodiamide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Gadodiamide.sdf,
Sulfonamides,2GQG_one_chain_docking.pdb,ligand_sdf_files/Sulfonamides.sdf,
Sulfameter,2GQG_one_chain_docking.pdb,ligand_sdf_files/Sulfameter.sdf,
Beclamide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Beclamide.sdf,
Prezatide_copper_acetate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Prezatide_copper_acetate.sdf,
Phentolamine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Phentolamine.sdf,
Mercaptopurine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Mercaptopurine.sdf,
Linaclotide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Linaclotide.sdf,
Tetracaine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Tetracaine.sdf,
Bromperidol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Bromperidol.sdf,
Incadronate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Incadronate.sdf,
Halothane,2GQG_one_chain_docking.pdb,ligand_sdf_files/Halothane.sdf,
Azacitidine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Azacitidine.sdf,
Gentamicine_sulfate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Gentamicine_sulfate.sdf,
Quizartinib,2GQG_one_chain_docking.pdb,ligand_sdf_files/Quizartinib.sdf,
Methyl_aminolevulinate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Methyl_aminolevulinate.sdf,
MOXONIDINE,2GQG_one_chain_docking.pdb,ligand_sdf_files/MOXONIDINE.sdf,
Repaglinide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Repaglinide.sdf,
Doxorubicin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Doxorubicin.sdf,
Methoxamine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Methoxamine.sdf,
Fosfomycin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Fosfomycin.sdf,
Indiplon,2GQG_one_chain_docking.pdb,ligand_sdf_files/Indiplon.sdf,
Guanfacine_extended_release,2GQG_one_chain_docking.pdb,ligand_sdf_files/Guanfacine_extended_release.sdf,
Adinazolam,2GQG_one_chain_docking.pdb,ligand_sdf_files/Adinazolam.sdf,
Samarium_Sm_153_Lexidronam_Pentasodium,2GQG_one_chain_docking.pdb,ligand_sdf_files/Samarium_Sm_153_Lexidronam_Pentasodium.sdf,
Sulfacetamide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Sulfacetamide.sdf,
Alfentanil,2GQG_one_chain_docking.pdb,ligand_sdf_files/Alfentanil.sdf,
Cefpiramide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cefpiramide.sdf,
Pachycarpine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Pachycarpine.sdf,
Trimeprazine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Trimeprazine.sdf,
Eterobarb,2GQG_one_chain_docking.pdb,ligand_sdf_files/Eterobarb.sdf,
Pipotiazine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Pipotiazine.sdf,
Progesterone,2GQG_one_chain_docking.pdb,ligand_sdf_files/Progesterone.sdf,
Bedaquiline,2GQG_one_chain_docking.pdb,ligand_sdf_files/Bedaquiline.sdf,
Leflunomide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Leflunomide.sdf,
Zileuton,2GQG_one_chain_docking.pdb,ligand_sdf_files/Zileuton.sdf,
Nitrous_oxide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Nitrous_oxide.sdf,
Fosfosal,2GQG_one_chain_docking.pdb,ligand_sdf_files/Fosfosal.sdf,
Lomefloxacin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Lomefloxacin.sdf,
Acarbose,2GQG_one_chain_docking.pdb,ligand_sdf_files/Acarbose.sdf,
Aripiprazole,2GQG_one_chain_docking.pdb,ligand_sdf_files/Aripiprazole.sdf,
Alacepril,2GQG_one_chain_docking.pdb,ligand_sdf_files/Alacepril.sdf,
Gliclazide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Gliclazide.sdf,
Gilteritinib,2GQG_one_chain_docking.pdb,ligand_sdf_files/Gilteritinib.sdf,
Procainamide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Procainamide.sdf,
Beta_acetyldigoxin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Beta_acetyldigoxin.sdf,
Mepindolol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Mepindolol.sdf,
Glisolamide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Glisolamide.sdf,
Butenafine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Butenafine.sdf,
Acocantherin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Acocantherin.sdf,
Technetium_TC_99M_medronate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Technetium_TC_99M_medronate.sdf,
Trimipramine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Trimipramine.sdf,
Triamcinolone,2GQG_one_chain_docking.pdb,ligand_sdf_files/Triamcinolone.sdf,
Alpha_acetyldigoxin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Alpha_acetyldigoxin.sdf,
Cupric_Chloride,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cupric_Chloride.sdf,
Tirofiban,2GQG_one_chain_docking.pdb,ligand_sdf_files/Tirofiban.sdf,
Permethrin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Permethrin.sdf,
Prifinium,2GQG_one_chain_docking.pdb,ligand_sdf_files/Prifinium.sdf,
Abiraterone_acetate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Abiraterone_acetate.sdf,
Protriptyline,2GQG_one_chain_docking.pdb,ligand_sdf_files/Protriptyline.sdf,
Fezolinetant,2GQG_one_chain_docking.pdb,ligand_sdf_files/Fezolinetant.sdf,
Trofinetide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Trofinetide.sdf,
Aciclovir,2GQG_one_chain_docking.pdb,ligand_sdf_files/Aciclovir.sdf,
Levomepromazine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Levomepromazine.sdf,
Rofecoxib,2GQG_one_chain_docking.pdb,ligand_sdf_files/Rofecoxib.sdf,
Lanatoside_b,2GQG_one_chain_docking.pdb,ligand_sdf_files/Lanatoside_b.sdf,
MK_1439,2GQG_one_chain_docking.pdb,ligand_sdf_files/MK_1439.sdf,
Tapentadol_hydrochloride,2GQG_one_chain_docking.pdb,ligand_sdf_files/Tapentadol_hydrochloride.sdf,
Sodium_lauryl_sulfate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Sodium_lauryl_sulfate.sdf,
Crizotinib,2GQG_one_chain_docking.pdb,ligand_sdf_files/Crizotinib.sdf,
Trabectedin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Trabectedin.sdf,
Mefloquine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Mefloquine.sdf,
Pizotyline,2GQG_one_chain_docking.pdb,ligand_sdf_files/Pizotyline.sdf,
Zidovudine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Zidovudine.sdf,
Dronedarone,2GQG_one_chain_docking.pdb,ligand_sdf_files/Dronedarone.sdf,
Teprenone,2GQG_one_chain_docking.pdb,ligand_sdf_files/Teprenone.sdf,
Melphalan_flufenamide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Melphalan_flufenamide.sdf,
Terlipressin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Terlipressin.sdf,
Indinavir,2GQG_one_chain_docking.pdb,ligand_sdf_files/Indinavir.sdf,
Colistin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Colistin.sdf,
Micafungin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Micafungin.sdf,
Colistimethate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Colistimethate.sdf,
Cefotetan,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cefotetan.sdf,
Hydroxocobalamin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Hydroxocobalamin.sdf,
Ropinirole,2GQG_one_chain_docking.pdb,ligand_sdf_files/Ropinirole.sdf,
Edoxaban_tosylate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Edoxaban_tosylate.sdf,
Pralatrexate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Pralatrexate.sdf,
GHRP_2,2GQG_one_chain_docking.pdb,ligand_sdf_files/GHRP_2.sdf,
Prulifloxacin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Prulifloxacin.sdf,
Norfloxacin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Norfloxacin.sdf,
Opicapone,2GQG_one_chain_docking.pdb,ligand_sdf_files/Opicapone.sdf,
Sapropterin_hydrochloride,2GQG_one_chain_docking.pdb,ligand_sdf_files/Sapropterin_hydrochloride.sdf,
Acalabrutinib,2GQG_one_chain_docking.pdb,ligand_sdf_files/Acalabrutinib.sdf,
Mazindol,2GQG_one_chain_docking.pdb,ligand_sdf_files/Mazindol.sdf,
Palovarotene,2GQG_one_chain_docking.pdb,ligand_sdf_files/Palovarotene.sdf,
Cadralazine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cadralazine.sdf,
Vandetanib,2GQG_one_chain_docking.pdb,ligand_sdf_files/Vandetanib.sdf,
Pipobroman,2GQG_one_chain_docking.pdb,ligand_sdf_files/Pipobroman.sdf,
Levormeloxifene,2GQG_one_chain_docking.pdb,ligand_sdf_files/Levormeloxifene.sdf,
Polaprezinc,2GQG_one_chain_docking.pdb,ligand_sdf_files/Polaprezinc.sdf,
Nitrendipine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Nitrendipine.sdf,
Methyldopa,2GQG_one_chain_docking.pdb,ligand_sdf_files/Methyldopa.sdf,
Dexibuprofen,2GQG_one_chain_docking.pdb,ligand_sdf_files/Dexibuprofen.sdf,
Azatadine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Azatadine.sdf,
Cefmenoxime,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cefmenoxime.sdf,
Indium_In_111_Chloride,2GQG_one_chain_docking.pdb,ligand_sdf_files/Indium_In_111_Chloride.sdf,
Triptorelin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Triptorelin.sdf,
IPI_145,2GQG_one_chain_docking.pdb,ligand_sdf_files/IPI_145.sdf,
Dapsone,2GQG_one_chain_docking.pdb,ligand_sdf_files/Dapsone.sdf,
Warfarin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Warfarin.sdf,
Arginine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Arginine.sdf,
Sulfanilamide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Sulfanilamide.sdf,
Daunorubicin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Daunorubicin.sdf,
Levodopa,2GQG_one_chain_docking.pdb,ligand_sdf_files/Levodopa.sdf,
Etonogestrel,2GQG_one_chain_docking.pdb,ligand_sdf_files/Etonogestrel.sdf,
Selegiline,2GQG_one_chain_docking.pdb,ligand_sdf_files/Selegiline.sdf,
Promazine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Promazine.sdf,
Almitrine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Almitrine.sdf,
Epervudine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Epervudine.sdf,
Penicillin_G_Sodium,2GQG_one_chain_docking.pdb,ligand_sdf_files/Penicillin_G_Sodium.sdf,
Sodium_Chromate_Cr_51,2GQG_one_chain_docking.pdb,ligand_sdf_files/Sodium_Chromate_Cr_51.sdf,
Goserelin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Goserelin.sdf,
Topotecan,2GQG_one_chain_docking.pdb,ligand_sdf_files/Topotecan.sdf,
Dolasetron,2GQG_one_chain_docking.pdb,ligand_sdf_files/Dolasetron.sdf,
Perphenazine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Perphenazine.sdf,
Perchlozone,2GQG_one_chain_docking.pdb,ligand_sdf_files/Perchlozone.sdf,
Voxelotor,2GQG_one_chain_docking.pdb,ligand_sdf_files/Voxelotor.sdf,
Dyclonine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Dyclonine.sdf,
Phenylephrine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Phenylephrine.sdf,
Midecamycin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Midecamycin.sdf,
Piritramide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Piritramide.sdf,
Debrisoquin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Debrisoquin.sdf,
OZ277,2GQG_one_chain_docking.pdb,ligand_sdf_files/OZ277.sdf,
Pefloxacin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Pefloxacin.sdf,
Nitric_Oxide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Nitric_Oxide.sdf,
Virginiamycin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Virginiamycin.sdf,
Fluvoxamine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Fluvoxamine.sdf,
Pazopanib_HCl,2GQG_one_chain_docking.pdb,ligand_sdf_files/Pazopanib_HCl.sdf,
Prothionamide,2GQG_one_chain_docking.pdb,ligand_sdf_files/Prothionamide.sdf,
GS_7340,2GQG_one_chain_docking.pdb,ligand_sdf_files/GS_7340.sdf,
Etofenamate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Etofenamate.sdf,
Cangrelor,2GQG_one_chain_docking.pdb,ligand_sdf_files/Cangrelor.sdf,
Co_trimoxazole,2GQG_one_chain_docking.pdb,ligand_sdf_files/Co_trimoxazole.sdf,
Fingolimod,2GQG_one_chain_docking.pdb,ligand_sdf_files/Fingolimod.sdf,
Pegfilgrastim,2GQG_one_chain_docking.pdb,ligand_sdf_files/Pegfilgrastim.sdf,
Moricizine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Moricizine.sdf,
Fluvastatin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Fluvastatin.sdf,
Nortriptyline,2GQG_one_chain_docking.pdb,ligand_sdf_files/Nortriptyline.sdf,
Telbivudine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Telbivudine.sdf,
Trospium,2GQG_one_chain_docking.pdb,ligand_sdf_files/Trospium.sdf,
Dextromethorphan_Polistirex,2GQG_one_chain_docking.pdb,ligand_sdf_files/Dextromethorphan_Polistirex.sdf,
Piracetam,2GQG_one_chain_docking.pdb,ligand_sdf_files/Piracetam.sdf,
Tepotinib,2GQG_one_chain_docking.pdb,ligand_sdf_files/Tepotinib.sdf,
Aprotinin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Aprotinin.sdf,
Medrysone,2GQG_one_chain_docking.pdb,ligand_sdf_files/Medrysone.sdf,
NERATINIB_MALEATE,2GQG_one_chain_docking.pdb,ligand_sdf_files/NERATINIB_MALEATE.sdf,
Lithium_Carbonate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Lithium_Carbonate.sdf,
Dexamethasone_sodium_phosphate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Dexamethasone_sodium_phosphate.sdf,
Minoxidil,2GQG_one_chain_docking.pdb,ligand_sdf_files/Minoxidil.sdf,
Avanafil,2GQG_one_chain_docking.pdb,ligand_sdf_files/Avanafil.sdf,
DTI_015,2GQG_one_chain_docking.pdb,ligand_sdf_files/DTI_015.sdf,
Bacitracin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Bacitracin.sdf,
Methacycline,2GQG_one_chain_docking.pdb,ligand_sdf_files/Methacycline.sdf,
Divalproex_sodium,2GQG_one_chain_docking.pdb,ligand_sdf_files/Divalproex_sodium.sdf,
Simvastatin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Simvastatin.sdf,
lifitegrast,2GQG_one_chain_docking.pdb,ligand_sdf_files/lifitegrast.sdf,
Ciprofibrate,2GQG_one_chain_docking.pdb,ligand_sdf_files/Ciprofibrate.sdf,
Fexofenadine,2GQG_one_chain_docking.pdb,ligand_sdf_files/Fexofenadine.sdf,
Mecobalamin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Mecobalamin.sdf,
VIT_45,2GQG_one_chain_docking.pdb,ligand_sdf_files/VIT_45.sdf,
Pargyline,2GQG_one_chain_docking.pdb,ligand_sdf_files/Pargyline.sdf,
Tofogliflozin,2GQG_one_chain_docking.pdb,ligand_sdf_files/Tofogliflozin.sdf,
Spirapril,2GQG_one_chain_docking.pdb,ligand_sdf_files/Spirapril.sdf,
